DATE,STATE,UR
2022-06-01,Montana,2.7
2022-07-01,Montana,2.7
2022-08-01,Montana,2.7
2022-09-01,Montana,2.7
2022-10-01,Montana,2.7
2022-11-01,Montana,2.7
2022-12-01,Montana,2.6
2021-01-01,Nebraska,3.0
2021-02-01,Nebraska,3.0
2021-03-01,Nebraska,2.9
2021-04-01,Nebraska,2.9
2021-05-01,Nebraska,2.8
2021-06-01,Nebraska,2.7
2021-07-01,Nebraska,2.7
2021-08-01,Nebraska,2.7
2021-09-01,Nebraska,2.6
2021-10-01,Nebraska,2.5
2021-11-01,Nebraska,2.3
2021-12-01,Nebraska,2.2
2022-01-01,Nebraska,2.1
2022-02-01,Nebraska,2.0
2022-03-01,Nebraska,2.0
2022-04-01,Nebraska,2.0
2022-05-01,Nebraska,2.1
2022-06-01,Nebraska,2.2
2022-07-01,Nebraska,2.4
2022-08-01,Nebraska,2.6
2022-09-01,Nebraska,2.6
2022-10-01,Nebraska,2.7
2022-11-01,Nebraska,2.7
2022-12-01,Nebraska,2.7
2021-01-01,Nevada,9.0
2021-02-01,Nevada,8.5
2021-03-01,Nevada,8.0
2021-04-01,Nevada,7.7
2021-05-01,Nevada,7.3
2021-06-01,Nevada,7.0
2021-07-01,Nevada,6.6
2021-08-01,Nevada,6.3
2021-09-01,Nevada,6.0
2021-10-01,Nevada,5.8
2021-11-01,Nevada,5.6
2021-12-01,Nevada,5.5
2022-01-01,Nevada,5.4
2022-02-01,Nevada,5.3
2022-03-01,Nevada,5.3
2022-04-01,Nevada,5.2
2022-05-01,Nevada,5.2
2022-06-01,Nevada,5.2
2022-07-01,Nevada,5.3
2022-08-01,Nevada,5.4
2022-09-01,Nevada,5.5
2022-10-01,Nevada,5.5
2022-11-01,Nevada,5.5
2022-12-01,Nevada,5.5
2021-01-01,New Hampshire,4.2
2021-02-01,New Hampshire,4.1
2021-03-01,New Hampshire,3.9
2021-04-01,New Hampshire,3.8
2021-05-01,New Hampshire,3.6
2021-06-01,New Hampshire,3.5
2021-07-01,New Hampshire,3.4
2021-08-01,New Hampshire,3.2
2021-09-01,New Hampshire,3.0
2021-10-01,New Hampshire,2.9
2021-11-01,New Hampshire,2.7
2021-12-01,New Hampshire,2.5
2022-01-01,New Hampshire,2.3
2022-02-01,New Hampshire,2.2
2022-03-01,New Hampshire,2.1
2022-04-01,New Hampshire,2.1
2022-05-01,New Hampshire,2.2
2022-06-01,New Hampshire,2.4
2022-07-01,New Hampshire,2.5
2022-08-01,New Hampshire,2.7
2022-09-01,New Hampshire,2.8
2022-10-01,New Hampshire,2.9
2022-11-01,New Hampshire,2.9
2022-12-01,New Hampshire,2.9
2021-01-01,New Jersey,7.2
2021-02-01,New Jersey,7.2
2021-03-01,New Jersey,7.1
2021-04-01,New Jersey,7.1
2021-05-01,New Jersey,6.9
2021-06-01,New Jersey,7.1
2021-07-01,New Jersey,6.8
2021-08-01,New Jersey,6.7
2021-09-01,New Jersey,6.2
2021-10-01,New Jersey,6.0
2021-11-01,New Jersey,5.6
2021-12-01,New Jersey,5.4
2022-01-01,New Jersey,5.1
2022-02-01,New Jersey,4.6
2022-03-01,New Jersey,4.1
2022-04-01,New Jersey,3.9
2022-05-01,New Jersey,3.6
2022-06-01,New Jersey,3.4
2022-07-01,New Jersey,3.2
2022-08-01,New Jersey,3.0
2022-09-01,New Jersey,3.2
2022-10-01,New Jersey,3.3
2022-11-01,New Jersey,3.3
2022-12-01,New Jersey,3.3
2021-01-01,New Mexico,8.2
2021-02-01,New Mexico,8.1
2021-03-01,New Mexico,7.9
2021-04-01,New Mexico,7.8
2021-05-01,New Mexico,7.5
2021-06-01,New Mexico,7.4
2021-07-01,New Mexico,7.1
2021-08-01,New Mexico,6.8
2021-09-01,New Mexico,6.3
2021-10-01,New Mexico,6.1
2021-11-01,New Mexico,5.9
2021-12-01,New Mexico,5.6
2022-01-01,New Mexico,5.4
2022-02-01,New Mexico,5.0
2022-03-01,New Mexico,4.6
2022-04-01,New Mexico,4.3
2022-05-01,New Mexico,4.1
2022-06-01,New Mexico,3.9
2022-07-01,New Mexico,3.6
2022-08-01,New Mexico,3.4
2022-09-01,New Mexico,3.5
2022-10-01,New Mexico,3.5
2022-11-01,New Mexico,3.5
2022-12-01,New Mexico,3.5
2021-01-01,New York,8.5
2021-02-01,New York,8.3
2021-03-01,New York,8.0
2021-04-01,New York,7.8
2021-05-01,New York,7.4
2021-06-01,New York,7.4
2021-07-01,New York,7.0
2021-08-01,New York,6.7
2021-09-01,New York,6.2
2021-10-01,New York,5.9
2021-11-01,New York,5.6
2021-12-01,New York,5.4
2022-01-01,New York,5.1
2022-02-01,New York,4.7
2022-03-01,New York,4.4
2022-04-01,New York,4.3
2022-05-01,New York,4.1
2022-06-01,New York,4.1
2022-07-01,New York,4.0
2022-08-01,New York,3.9
2022-09-01,New York,4.0
2022-10-01,New York,4.2
2022-11-01,New York,4.1
2022-12-01,New York,4.1
2021-01-01,North Carolina,5.6
2021-02-01,North Carolina,5.5
2021-03-01,North Carolina,5.4
2021-04-01,North Carolina,5.2
2021-05-01,North Carolina,5.1
2021-06-01,North Carolina,5.0
2021-07-01,North Carolina,4.9
2021-08-01,North Carolina,4.8
2021-09-01,North Carolina,4.6
2021-10-01,North Carolina,4.4
2021-11-01,North Carolina,4.1
2021-12-01,North Carolina,3.9
2022-01-01,North Carolina,3.6
2022-02-01,North Carolina,3.4
2022-03-01,North Carolina,3.3
2022-04-01,North Carolina,3.3
2022-05-01,North Carolina,3.4
2022-06-01,North Carolina,3.6
2022-07-01,North Carolina,3.7
2022-08-01,North Carolina,3.9
2022-09-01,North Carolina,3.9
2022-10-01,North Carolina,3.9
2022-11-01,North Carolina,3.9
2022-12-01,North Carolina,3.8
2021-01-01,North Dakota,4.1
2021-02-01,North Dakota,3.9
2021-03-01,North Dakota,3.7
2021-04-01,North Dakota,3.5
2021-05-01,North Dakota,3.2
2021-06-01,North Dakota,3.0
2021-07-01,North Dakota,2.9
2021-08-01,North Dakota,2.7
2021-09-01,North Dakota,2.6
2021-10-01,North Dakota,2.5
2021-11-01,North Dakota,2.4
2021-12-01,North Dakota,2.3
2022-01-01,North Dakota,2.3
2022-02-01,North Dakota,2.2
2022-03-01,North Dakota,2.1
2022-04-01,North Dakota,2.0
2022-05-01,North Dakota,2.0
2022-06-01,North Dakota,2.0
2022-07-01,North Dakota,2.0
2022-08-01,North Dakota,2.0
2022-09-01,North Dakota,2.1
2022-10-01,North Dakota,2.1
2022-11-01,North Dakota,2.1
2022-12-01,North Dakota,2.1
2021-01-01,Ohio,6.0
2021-02-01,Ohio,5.9
2021-03-01,Ohio,5.7
2021-04-01,Ohio,5.6
2021-05-01,Ohio,5.4
2021-06-01,Ohio,5.3
2021-07-01,Ohio,5.1
2021-08-01,Ohio,4.9
2021-09-01,Ohio,4.7
2021-10-01,Ohio,4.5
2021-11-01,Ohio,4.3
2021-12-01,Ohio,4.2
2022-01-01,Ohio,4.1
2022-02-01,Ohio,4.0
2022-03-01,Ohio,3.9
2022-04-01,Ohio,3.9
2022-05-01,Ohio,3.9
2022-06-01,Ohio,3.9
2022-07-01,Ohio,4.0
2022-08-01,Ohio,4.1
2022-09-01,Ohio,4.1
2022-10-01,Ohio,4.2
2022-11-01,Ohio,4.1
2022-12-01,Ohio,4.1
2021-01-01,Oklahoma,5.0
2021-02-01,Oklahoma,4.9
2021-03-01,Oklahoma,4.7
2021-04-01,Oklahoma,4.6
2021-05-01,Oklahoma,4.5
2021-06-01,Oklahoma,4.3
2021-07-01,Oklahoma,4.0
2021-08-01,Oklahoma,3.7
2021-09-01,Oklahoma,3.4
2021-10-01,Oklahoma,3.2
2021-11-01,Oklahoma,3.0
2021-12-01,Oklahoma,2.9
2022-01-01,Oklahoma,2.9
2022-02-01,Oklahoma,2.8
2022-03-01,Oklahoma,2.8
2022-04-01,Oklahoma,2.8
2022-05-01,Oklahoma,2.9
2022-06-01,Oklahoma,3.0
2022-07-01,Oklahoma,3.1
2022-08-01,Oklahoma,3.2
2022-09-01,Oklahoma,3.2
2022-10-01,Oklahoma,3.2
2022-11-01,Oklahoma,3.2
2022-12-01,Oklahoma,3.2
2021-01-01,Oregon,6.4
2021-02-01,Oregon,6.3
2021-03-01,Oregon,6.1
2021-04-01,Oregon,5.9
2021-05-01,Oregon,5.6
2021-06-01,Oregon,5.4
2021-07-01,Oregon,5.1
2021-08-01,Oregon,4.8
2021-09-01,Oregon,4.5
2021-10-01,Oregon,4.3
2021-11-01,Oregon,4.1
2021-12-01,Oregon,4.0
2022-01-01,Oregon,3.8
2022-02-01,Oregon,3.7
2022-03-01,Oregon,3.5
2022-04-01,Oregon,3.6
2022-05-01,Oregon,3.7
2022-06-01,Oregon,3.9
2022-07-01,Oregon,4.1
2022-08-01,Oregon,4.3
2022-09-01,Oregon,4.6
2022-10-01,Oregon,4.8
2022-11-01,Oregon,4.8
2022-12-01,Oregon,4.8
2021-01-01,Pennsylvania,7.5
2021-02-01,Pennsylvania,7.2
2021-03-01,Pennsylvania,6.9
2021-04-01,Pennsylvania,6.6
2021-05-01,Pennsylvania,6.4
2021-06-01,Pennsylvania,6.2
2021-07-01,Pennsylvania,6.0
2021-08-01,Pennsylvania,5.7
2021-09-01,Pennsylvania,5.4
2021-10-01,Pennsylvania,5.1
2021-11-01,Pennsylvania,4.8
2021-12-01,Pennsylvania,4.6
2022-01-01,Pennsylvania,4.5
2022-02-01,Pennsylvania,4.4
2022-03-01,Pennsylvania,4.4
2022-04-01,Pennsylvania,4.3
2022-05-01,Pennsylvania,4.3
2022-06-01,Pennsylvania,4.3
2022-07-01,Pennsylvania,4.3
2022-08-01,Pennsylvania,4.3
2022-09-01,Pennsylvania,4.3
2022-10-01,Pennsylvania,4.4
2022-11-01,Pennsylvania,4.4
2022-12-01,Pennsylvania,4.3
2021-01-01,Rhode Island,6.5
2021-02-01,Rhode Island,6.2
2021-03-01,Rhode Island,6.1
2021-04-01,Rhode Island,6.1
2021-05-01,Rhode Island,5.9
2021-06-01,Rhode Island,6.0
2021-07-01,Rhode Island,5.8
2021-08-01,Rhode Island,5.6
2021-09-01,Rhode Island,5.2
2021-10-01,Rhode Island,4.7
2021-11-01,Rhode Island,4.2
2021-12-01,Rhode Island,3.8
2022-01-01,Rhode Island,3.5
2022-02-01,Rhode Island,3.2
2022-03-01,Rhode Island,3.0
2022-04-01,Rhode Island,2.9
2022-05-01,Rhode Island,3.0
2022-06-01,Rhode Island,3.1
2022-07-01,Rhode Island,3.2
2022-08-01,Rhode Island,3.4
2022-09-01,Rhode Island,3.4
2022-10-01,Rhode Island,3.4
2022-11-01,Rhode Island,3.3
2022-12-01,Rhode Island,3.2
2021-01-01,South Carolina,4.6
2021-02-01,South Carolina,4.4
2021-03-01,South Carolina,4.3
2021-04-01,South Carolina,4.2
2021-05-01,South Carolina,4.1
2021-06-01,South Carolina,4.1
2021-07-01,South Carolina,4.0
2021-08-01,South Carolina,3.9
2021-09-01,South Carolina,3.7
2021-10-01,South Carolina,3.6
2021-11-01,South Carolina,3.5
2021-12-01,South Carolina,3.4
2022-01-01,South Carolina,3.3
2022-02-01,South Carolina,3.3
2022-03-01,South Carolina,3.2
2022-04-01,South Carolina,3.2
2022-05-01,South Carolina,3.2
2022-06-01,South Carolina,3.2
2022-07-01,South Carolina,3.2
2022-08-01,South Carolina,3.3
2022-09-01,South Carolina,3.3
2022-10-01,South Carolina,3.3
2022-11-01,South Carolina,3.3
2022-12-01,South Carolina,3.3
2021-01-01,South Dakota,3.0
2021-02-01,South Dakota,2.9
2021-03-01,South Dakota,2.8
2021-04-01,South Dakota,2.8
2021-05-01,South Dakota,2.8
2021-06-01,South Dakota,2.8
2021-07-01,South Dakota,2.7
2021-08-01,South Dakota,2.7
2021-09-01,South Dakota,2.5
2021-10-01,South Dakota,2.4
2021-11-01,South Dakota,2.2
2021-12-01,South Dakota,2.1
2022-01-01,South Dakota,2.0
2022-02-01,South Dakota,1.9
2022-03-01,South Dakota,1.9
2022-04-01,South Dakota,1.9
2022-05-01,South Dakota,2.0
2022-06-01,South Dakota,2.0
2022-07-01,South Dakota,2.1
2022-08-01,South Dakota,2.2
2022-09-01,South Dakota,2.2
2022-10-01,South Dakota,2.2
2022-11-01,South Dakota,2.2
2022-12-01,South Dakota,2.2
2021-01-01,Tennessee,5.4
2021-02-01,Tennessee,5.3
2021-03-01,Tennessee,5.1
2021-04-01,Tennessee,5.0
2021-05-01,Tennessee,4.8
2021-06-01,Tennessee,4.6
2021-07-01,Tennessee,4.4
2021-08-01,Tennessee,4.2
2021-09-01,Tennessee,4.0
2021-10-01,Tennessee,3.8
2021-11-01,Tennessee,3.7
2021-12-01,Tennessee,3.6
2022-01-01,Tennessee,3.5
2022-02-01,Tennessee,3.4
2022-03-01,Tennessee,3.3
2022-04-01,Tennessee,3.3
2022-05-01,Tennessee,3.2
2022-06-01,Tennessee,3.2
2022-07-01,Tennessee,3.3
2022-08-01,Tennessee,3.3
2022-09-01,Tennessee,3.4
2022-10-01,Tennessee,3.5
2022-11-01,Tennessee,3.5
2022-12-01,Tennessee,3.5
2021-01-01,Texas,6.7
2021-02-01,Texas,6.6
2021-03-01,Texas,6.4
2021-04-01,Texas,6.2
2021-05-01,Texas,5.9
2021-06-01,Texas,5.8
2021-07-01,Texas,5.6
2021-08-01,Texas,5.4
2021-09-01,Texas,5.1
2021-10-01,Texas,4.9
2021-11-01,Texas,4.7
2021-12-01,Texas,4.5
2022-01-01,Texas,4.3
2022-02-01,Texas,4.1
2022-03-01,Texas,3.9
2022-04-01,Texas,3.8
2022-05-01,Texas,3.8
2022-06-01,Texas,3.8
2022-07-01,Texas,3.8
2022-08-01,Texas,3.7
2022-09-01,Texas,3.8
2022-10-01,Texas,3.9
2022-11-01,Texas,3.8
2022-12-01,Texas,3.8
2021-01-01,Utah,3.4
2021-02-01,Utah,3.2
2021-03-01,Utah,3.1
2021-04-01,Utah,3.0
2021-05-01,Utah,2.9
2021-06-01,Utah,2.8
2021-07-01,Utah,2.7
2021-08-01,Utah,2.6
2021-09-01,Utah,2.5
2021-10-01,Utah,2.4
2021-11-01,Utah,2.3
2021-12-01,Utah,2.2
2022-01-01,Utah,2.2
2022-02-01,Utah,2.2
2022-03-01,Utah,2.2
2022-04-01,Utah,2.2
2022-05-01,Utah,2.2
2022-06-01,Utah,2.3
2022-07-01,Utah,2.3
2022-08-01,Utah,2.4
2022-09-01,Utah,2.4
2022-10-01,Utah,2.4
2022-11-01,Utah,2.4
2022-12-01,Utah,2.4
2021-01-01,Vermont,4.5
2021-02-01,Vermont,4.5
2021-03-01,Vermont,4.4
2021-04-01,Vermont,4.2
2021-05-01,Vermont,4.0
2021-06-01,Vermont,3.7
2021-07-01,Vermont,3.5
2021-08-01,Vermont,3.4
2021-09-01,Vermont,3.3
2021-10-01,Vermont,3.1
2021-11-01,Vermont,3.0
2021-12-01,Vermont,2.8
2022-01-01,Vermont,2.6
2022-02-01,Vermont,2.4
2022-03-01,Vermont,2.3
2022-04-01,Vermont,2.2
2022-05-01,Vermont,2.2
2022-06-01,Vermont,2.3
2022-07-01,Vermont,2.5
2022-08-01,Vermont,2.8
2022-09-01,Vermont,3.0
2022-10-01,Vermont,3.1
2022-11-01,Vermont,3.1
2022-12-01,Vermont,3.0
2021-01-01,Virginia,4.8
2021-02-01,Virginia,4.7
2021-03-01,Virginia,4.6
2021-04-01,Virginia,4.4
2021-05-01,Virginia,4.2
2021-06-01,Virginia,4.0
2021-07-01,Virginia,3.7
2021-08-01,Virginia,3.5
2021-09-01,Virginia,3.4
2021-10-01,Virginia,3.2
2021-11-01,Virginia,3.1
2021-12-01,Virginia,3.0
2022-01-01,Virginia,2.9
2022-02-01,Virginia,2.9
2022-03-01,Virginia,2.8
2022-04-01,Virginia,2.6
2022-05-01,Virginia,2.5
2022-06-01,Virginia,2.5
2022-07-01,Virginia,2.6
2022-08-01,Virginia,2.8
2022-09-01,Virginia,3.0
2022-10-01,Virginia,3.1
2022-11-01,Virginia,3.2
2022-12-01,Virginia,3.1
2021-01-01,Washington,6.3
2021-02-01,Washington,6.1
2021-03-01,Washington,5.9
2021-04-01,Washington,5.7
2021-05-01,Washington,5.4
2021-06-01,Washington,5.3
2021-07-01,Washington,5.1
2021-08-01,Washington,5.0
2021-09-01,Washington,4.8
2021-10-01,Washington,4.5
2021-11-01,Washington,4.3
2021-12-01,Washington,4.1
2022-01-01,Washington,4.0
2022-02-01,Washington,4.0
2022-03-01,Washington,3.9
2022-04-01,Washington,3.9
2022-05-01,Washington,3.9
2022-06-01,Washington,3.9
2022-07-01,Washington,4.1
2022-08-01,Washington,4.3
2022-09-01,Washington,4.4
2022-10-01,Washington,4.6
2022-11-01,Washington,4.6
2022-12-01,Washington,4.5
2021-01-01,West Virginia,6.0
2021-02-01,West Virginia,5.9
2021-03-01,West Virginia,5.8
2021-04-01,West Virginia,5.6
2021-05-01,West Virginia,5.5
2021-06-01,West Virginia,5.3
2021-07-01,West Virginia,5.1
2021-08-01,West Virginia,4.9
2021-09-01,West Virginia,4.6
2021-10-01,West Virginia,4.4
2021-11-01,West Virginia,4.2
2021-12-01,West Virginia,4.0
2022-01-01,West Virginia,3.8
2022-02-01,West Virginia,3.7
2022-03-01,West Virginia,3.6
2022-04-01,West Virginia,3.7
2022-05-01,West Virginia,3.8
2022-06-01,West Virginia,3.9
2022-07-01,West Virginia,4.0
2022-08-01,West Virginia,4.1
2022-09-01,West Virginia,4.1
2022-10-01,West Virginia,4.1
2022-11-01,West Virginia,4.1
2022-12-01,West Virginia,4.1
2021-01-01,Wisconsin,4.6
2021-02-01,Wisconsin,4.5
2021-03-01,Wisconsin,4.4
2021-04-01,Wisconsin,4.3
2021-05-01,Wisconsin,4.1
2021-06-01,Wisconsin,4.0
2021-07-01,Wisconsin,3.8
2021-08-01,Wisconsin,3.7
2021-09-01,Wisconsin,3.4
2021-10-01,Wisconsin,3.3
2021-11-01,Wisconsin,3.1
2021-12-01,Wisconsin,2.9
2022-01-01,Wisconsin,2.8
2022-02-01,Wisconsin,2.8
2022-03-01,Wisconsin,2.8
2022-04-01,Wisconsin,2.8
2022-05-01,Wisconsin,2.9
2022-06-01,Wisconsin,2.9
2022-07-01,Wisconsin,3.0
2022-08-01,Wisconsin,3.1
2022-09-01,Wisconsin,3.1
2022-10-01,Wisconsin,3.0
2022-11-01,Wisconsin,3.0
2022-12-01,Wisconsin,3.0
2021-01-01,Wyoming,5.4
2021-02-01,Wyoming,5.3
2021-03-01,Wyoming,5.2
2021-04-01,Wyoming,5.1
2021-05-01,Wyoming,4.9
2021-06-01,Wyoming,4.7
2021-07-01,Wyoming,4.5
2021-08-01,Wyoming,4.4
2021-09-01,Wyoming,4.3
2021-10-01,Wyoming,4.1
2021-11-01,Wyoming,3.9
2021-12-01,Wyoming,3.7
2022-01-01,Wyoming,3.5
2022-02-01,Wyoming,3.4
2022-03-01,Wyoming,3.3
2022-04-01,Wyoming,3.2
2022-05-01,Wyoming,3.3
2022-06-01,Wyoming,3.4
2022-07-01,Wyoming,3.5
2022-08-01,Wyoming,3.7
2022-09-01,Wyoming,3.8
2022-10-01,Wyoming,3.9
2022-11-01,Wyoming,3.9
2022-12-01,Wyoming,3.9
